         OtsuT  KittlerT    LloydT     SungT   RidlerT    HuangT   RameshT      Li1T      Li2T    BrinkT    KapurT    SahooT  ShanbhagT      YenT     TsaiT
177   0.731373  0.770588  0.512556  0.778431  0.733016  0.833333  0.566667  0.712692  0.719608  0.609804  0.629412  0.629412   0.672549  0.629412  0.723529
178   0.703922  0.735294  0.466513  0.750980  0.705255  0.798039  0.554902  0.678817  0.688235  0.586275  0.586275  0.586275   0.476471  0.586275  0.711765
179   0.676471  0.703922  0.422993  0.723529  0.679717  0.774510  0.543137  0.649175  0.660784  0.547059  0.547059  0.547059   0.460784  0.547059  0.700000
180   0.652941  0.672549  0.382694  0.700000  0.654879  0.747059  0.507843  0.622154  0.633333  0.515686  0.507843  0.511443   0.456863  0.507843  0.692157
181   0.613725  0.609804  0.316379  0.656863  0.614872  0.700000  0.539216  0.572927  0.590196  0.547059  0.641176  0.646769   0.550980  0.652941  0.672549
182   0.598039  0.582353  0.286215  0.641176  0.599031  0.672549  0.562745  0.551709  0.570588  0.562745  0.621569  0.622578   0.527451  0.629412  0.660784
183   0.582353  0.554902  0.258440  0.617647  0.583278  0.652941  0.535294  0.529548  0.550980  0.558824  0.598039  0.599716   0.503922  0.605882  0.649020
184   0.562745  0.527451  0.234518  0.609804  0.567372  0.621569  0.543137  0.511538  0.535294  0.543137  0.578431  0.576872   0.480392  0.582353  0.637255
185   0.554902  0.500000  0.210330  0.598039  0.556844  0.605882  0.523529  0.493488  0.519608  0.519608  0.554902  0.562555   0.468627  0.566667  0.625490
186   0.543137  0.476471  0.184000  0.578431  0.543542  0.574510  0.527451  0.478068  0.503922  0.507843  0.535294  0.539081   0.449020  0.543137  0.617647
187   0.527451  0.452941  0.159260  0.574510  0.536793  0.558824  0.511765  0.462635  0.492157  0.511765  0.519608  0.519468   0.429412  0.523529  0.609804
188   0.519608  0.425490  0.132535  0.562745  0.528528  0.535294  0.511765  0.450062  0.480392  0.492157  0.500000  0.501185   0.421569  0.503922  0.598039
189   0.511765  0.398039  0.105086  0.554902  0.521342  0.511765  0.503922  0.434602  0.468627  0.488235  0.484314  0.501019   0.409804  0.507843  0.594118
190   0.633333  0.641176  0.347849  0.676471  0.634485  0.727451  0.480392  0.595789  0.609804  0.484314  0.664706  0.645105   0.464706  0.472549  0.680392
191   0.511765  0.374510  0.003922  0.539216  0.515269  0.484314  0.507843  0.425986  0.460784  0.464706  0.468627  0.482469   0.401961  0.488235  0.590196
192   0.688235  0.809804  0.544398  0.782353  0.718965  0.735294  0.625490  0.649055  0.660784  0.664706  0.688235  0.688235   0.476471  0.688235  0.703922
193   0.684314  0.770588  0.492793  0.750980  0.684774  0.664706  0.609804  0.603791  0.625490  0.629412  0.778431  0.764425   0.425490  0.645098  0.664706
194   0.652941  0.739216  0.450777  0.719608  0.654663  0.637255  0.586275  0.567241  0.629412  0.598039  0.758824  0.742048   0.390196  0.601961  0.660784
195   0.629412  0.703922  0.414143  0.688235  0.629013  0.629412  0.547059  0.582806  0.601961  0.558824  0.715686  0.735987   0.370588  0.743137  0.680392
196   0.605882  0.672549  0.383566  0.660784  0.605911  0.613725  0.590196  0.555791  0.574510  0.649020  0.707843  0.708326   0.362745  0.715686  0.680392
197   0.562745  0.605882  0.329092  0.613725  0.566889  0.492157  0.562745  0.505467  0.531373  0.605882  0.652941  0.666063   0.398039  0.672549  0.668627
198   0.547059  0.574510  0.303715  0.594118  0.547942  0.547059  0.550980  0.484409  0.511765  0.605882  0.629412  0.643880   0.398039  0.649020  0.656863
199   0.531373  0.547059  0.281876  0.574510  0.531979  0.515686  0.543137  0.464706  0.496078  0.590196  0.613725  0.624235   0.441176  0.629412  0.649020
200   0.511765  0.511765  0.263392  0.554902  0.517333  0.480392  0.539216  0.445551  0.480392  0.566667  0.594118  0.611467   0.433333  0.617647  0.637255
201   0.503922  0.488235  0.245176  0.535294  0.505613  0.452941  0.558824  0.429632  0.460784  0.562745  0.578431  0.591229   0.429412  0.598039  0.629412
202   0.492157  0.460784  0.231286  0.523529  0.493860  0.417647  0.562745  0.412615  0.452941  0.547059  0.562745  0.572239   0.433333  0.578431  0.617647
203   0.484314  0.429412  0.213450  0.507843  0.484866  0.366667  0.558824  0.399614  0.441176  0.531373  0.554902  0.559032   0.445098  0.566667  0.609804
204   0.472549  0.409804  0.199244  0.496078  0.474509  0.350980  0.550980  0.387219  0.429412  0.523529  0.543137  0.543981   0.452941  0.550980  0.601961
205   0.468627  0.386275  0.186916  0.484314  0.467968  0.331373  0.554902  0.374352  0.417647  0.515686  0.523529  0.539352   0.460784  0.547059  0.598039
206   0.582353  0.637255  0.352616  0.637255  0.583659  0.519608  0.574510  0.529538  0.554902  0.625490  0.680392  0.682544   0.378431  0.688235  0.676471
207   0.460784  0.358824  0.172506  0.476471  0.460888  0.331373  0.550980  0.363233  0.409804  0.507843  0.515686  0.526277   0.460784  0.535294  0.590196
208   0.684314  0.876471  0.530464  0.813725  0.717440  0.778431  0.609804  0.647795  0.660784  0.664706  0.688235  0.695081   0.386275  0.696078  0.700000
209   0.684314  0.856863  0.477747  0.786275  0.685957  0.754902  0.609804  0.602121  0.621569  0.629412  0.645098  0.828860   0.339216  0.860784  0.652941
210   0.652941  0.833333  0.434135  0.758824  0.656719  0.727451  0.586275  0.562770  0.586275  0.594118  0.825490  0.791881   0.307843  0.837255  0.613725
211   0.629412  0.809804  0.395876  0.735294  0.630764  0.696078  0.558824  0.526389  0.598039  0.554902  0.805882  0.762587   0.276471  0.809804  0.574510
212   0.605882  0.790196  0.364471  0.707843  0.606797  0.664706  0.594118  0.548541  0.574510  0.519608  0.774510  0.755679   0.252941  0.798039  0.539216
213   0.566667  0.743137  0.312269  0.664706  0.567034  0.590196  0.566667  0.501159  0.531373  0.605882  0.743137  0.739738   0.245098  0.766667  0.503922
214   0.550980  0.723529  0.292378  0.641176  0.550179  0.550980  0.554902  0.482455  0.511765  0.605882  0.731373  0.724010   0.245098  0.750980  0.484314
215   0.535294  0.700000  0.273856  0.625490  0.534418  0.515686  0.543137  0.463355  0.496078  0.590196  0.711765  0.705975   0.249020  0.731373  0.488235
216   0.519608  0.680392  0.258431  0.609804  0.520584  0.547059  0.531373  0.445376  0.480392  0.574510  0.692157  0.696466   0.245098  0.723529  0.492157
217   0.507843  0.660784  0.245205  0.590196  0.507478  0.500000  0.511765  0.429743  0.460784  0.566667  0.680392  0.684278   0.252941  0.707843  0.500000
218   0.496078  0.641176  0.234048  0.574510  0.495869  0.460784  0.503922  0.413856  0.452941  0.550980  0.664706  0.675177   0.260784  0.696078  0.511765
219   0.484314  0.617647  0.222015  0.558824  0.484681  0.484314  0.492157  0.399867  0.441176  0.547059  0.652941  0.661042   0.276471  0.680392  0.519608
220   0.472549  0.590196  0.211539  0.535294  0.473750  0.437255  0.488235  0.387355  0.429412  0.539216  0.637255  0.651992   0.276471  0.672549  0.523529
221   0.464706  0.578431  0.203454  0.527451  0.463965  0.374510  0.484314  0.374658  0.417647  0.527451  0.621569  0.648300   0.272549  0.668627  0.531373
222   0.586275  0.766667  0.336035  0.688235  0.585893  0.625490  0.582353  0.524255  0.554902  0.617647  0.762745  0.721878   0.245098  0.778431  0.515686
223   0.452941  0.550980  0.193770  0.511765  0.454191  0.401961  0.476471  0.363534  0.409804  0.515686  0.617647  0.638672   0.268627  0.660784  0.543137
224   0.668627  0.649020  0.630261  0.672549  0.681663  0.688235  0.421569  0.681484  0.668627  0.594118  0.590196  0.590195   0.570588  0.586275  0.676471
225   0.617647  0.598039  0.574934  0.621569  0.634452  0.621569  0.354902  0.634240  0.617647  0.535294  0.531373  0.531371   0.609804  0.519608  0.629412
226   0.570588  0.543137  0.523995  0.574510  0.591346  0.566667  0.362745  0.591026  0.570588  0.488235  0.476471  0.476469   0.468627  0.464706  0.582353
227   0.527451  0.503922  0.379787  0.527451  0.532529  0.515686  0.347059  0.548365  0.527451  0.445098  0.429412  0.429410   0.413725  0.417647  0.539216
228   0.484314  0.456863  0.336973  0.488235  0.505425  0.523529  0.327451  0.508266  0.484314  0.401961  0.386275  0.386272   0.480392  0.374510  0.500000
229   0.417647  0.382353  0.262400  0.417647  0.427217  0.405882  0.582353  0.437261  0.413725  0.358824  0.311765  0.311763   0.417647  0.300000  0.429412
230   0.386275  0.350980  0.233020  0.386275  0.395943  0.374510  0.550980  0.405987  0.382353  0.362745  0.280392  0.280390   0.386275  0.268627  0.398039
231   0.354902  0.327451  0.207031  0.354902  0.360387  0.347059  0.527451  0.366899  0.350980  0.362745  0.252941  0.252939   0.378431  0.241176  0.370588
232   0.327451  0.296078  0.183752  0.331373  0.337147  0.323529  0.500000  0.347206  0.327451  0.362745  0.221569  0.221568   0.331373  0.217647  0.343137
233   0.307843  0.268627  0.159688  0.311765  0.321507  0.339216  0.476471  0.324347  0.303922  0.362745  0.205882  0.205882   0.323529  0.205882  0.319608
234   0.284314  0.241176  0.139579  0.288235  0.297985  0.315686  0.452941  0.300755  0.280392  0.362745  0.178431  0.178431   0.300000  0.178431  0.296078
235   0.260784  0.229412  0.125377  0.264706  0.270544  0.252941  0.519608  0.276797  0.260784  0.354902  0.166667  0.166667   0.280392  0.166667  0.276471
236   0.241176  0.209804  0.108959  0.245098  0.254512  0.233333  0.500000  0.257261  0.241176  0.331373  0.147059  0.147059   0.260784  0.147059  0.256863
237   0.225490  0.190196  0.094101  0.229412  0.238776  0.241176  0.480392  0.241325  0.225490  0.323529  0.135294  0.135294   0.241176  0.135294  0.237255
238   0.449020  0.421569  0.297178  0.452941  0.458552  0.445098  0.609804  0.468698  0.449020  0.370588  0.347059  0.347057   0.452941  0.335294  0.464706
239   0.205882  0.174510  0.223922  0.205882  0.223922  0.190196  0.464706  0.223245  0.205882  0.307843  0.115686  0.119607   0.201961  0.115686  0.221569
240   0.468627  0.064706  0.301486  0.001961  0.469240  0.464706  0.821569  0.274927  0.386275  0.782353  0.911765  0.914067   0.919608  0.939216  0.723529
241   0.464706  0.037255  0.293548  0.001961  0.463103  0.421569  0.790196  0.272211  0.382353  0.743137  0.892157  0.898804   0.911765  0.927451  0.700000
242   0.456863  0.021569  0.285389  0.001961  0.458672  0.378431  0.762745  0.269545  0.378431  0.715686  0.872549  0.884459   0.900000  0.915686  0.676471
243   0.456863  0.013725  0.277132  0.115686  0.455666  0.335294  0.731373  0.267111  0.374510  0.684314  0.868627  0.872382   0.892157  0.907843  0.660784
244   0.452941  0.009804  0.269105  0.119608  0.453234  0.307843  0.707843  0.265085  0.374510  0.660784  0.849020  0.860440   0.884314  0.900000  0.645098
245   0.452941  0.005882  0.254152  0.633333  0.454885  0.249020  0.656863  0.262094  0.370588  0.617647  0.817647  0.833088   0.868627  0.880392  0.617647
246   0.456863  0.005882  0.242653  0.641176  0.458405  0.229412  0.641176  0.261280  0.370588  0.605882  0.801961  0.820321   0.856863  0.872549  0.605882
247   0.464706  0.005882  0.233977  0.664706  0.469387  0.794118  0.617647  0.260883  0.370588  0.590196  0.790196  0.806483   0.845098  0.860784  0.598039
248   0.480392  0.005882  0.225666  0.652941  0.480198  0.805882  0.609804  0.260969  0.374510  0.566667  0.774510  0.794449   0.837255  0.852941  0.590196
249   0.488235  0.005882  0.217475  0.656863  0.497130  0.786275  0.594118  0.261908  0.382353  0.562745  0.758824  0.782773   0.825490  0.841176  0.582353
250   0.503922  0.005882  0.207794  0.656863  0.513271  0.770588  0.578431  0.263240  0.390196  0.547059  0.747059  0.770255   0.813725  0.833333  0.574510
251   0.527451  0.005882  0.198994  0.645098  0.527433  0.762745  0.574510  0.265800  0.405882  0.531373  0.731373  0.758001   0.805882  0.821569  0.570588
252   0.535294  0.005882  0.190465  0.641176  0.535182  0.743137  0.562745  0.269871  0.413725  0.523529  0.719608  0.746656   0.794118  0.813725  0.566667
253   0.539216  0.005882  0.182364  0.637255  0.539536  0.739216  0.554902  0.277514  0.433333  0.515686  0.707843  0.735380   0.782353  0.801961  0.562745
254   0.452941  0.005882  0.261364  0.115686  0.453903  0.343137  0.684314  0.263307  0.370588  0.637255  0.833333  0.847482   0.880392  0.892157  0.629412
255   0.539216  0.005882  0.173842  0.629412  0.540559  0.727451  0.550980  0.285483  0.445098  0.519608  0.692157  0.725508   0.774510  0.794118  0.558824
256   0.680392  0.731373  0.610715  0.723529  0.680509  0.829412  0.425490  0.667308  0.672549  0.594118  0.731373  0.729483   0.492157  0.731373  0.735294
257   0.633333  0.688235  0.560335  0.680392  0.635078  0.782353  0.452941  0.619540  0.625490  0.586275  0.680392  0.679381   0.445098  0.680392  0.696078
258   0.594118  0.645098  0.512153  0.641176  0.595380  0.758824  0.484314  0.576146  0.582353  0.562745  0.641176  0.639909   0.405882  0.641176  0.664706
259   0.558824  0.605882  0.470418  0.609804  0.559597  0.731373  0.480392  0.536901  0.547059  0.543137  0.609804  0.608492   0.684314  0.609804  0.633333
260   0.527451  0.566667  0.433896  0.574510  0.527194  0.700000  0.464706  0.501481  0.511765  0.523529  0.578431  0.577343   0.335294  0.578431  0.601961
261   0.468627  0.496078  0.368559  0.511765  0.469928  0.656863  0.429412  0.438245  0.452941  0.484314  0.511765  0.511207   0.582353  0.511765  0.547059
262   0.441176  0.464706  0.341073  0.488235  0.442342  0.637255  0.413725  0.410889  0.425490  0.464706  0.492157  0.490738   0.554902  0.492157  0.523529
263   0.417647  0.437255  0.316642  0.460784  0.419236  0.601961  0.401961  0.384746  0.401961  0.449020  0.456863  0.456575   0.562745  0.456863  0.500000
264   0.398039  0.409804  0.293508  0.437255  0.398680  0.586275  0.386275  0.363082  0.378431  0.429412  0.437255  0.436386   0.249020  0.437255  0.476471
265   0.378431  0.382353  0.273058  0.417647  0.378783  0.562745  0.374510  0.341156  0.358824  0.413725  0.417647  0.417336   0.245098  0.413725  0.456863
266   0.358824  0.354902  0.254334  0.398039  0.360235  0.543137  0.366667  0.322025  0.343137  0.401961  0.398039  0.397414   0.237255  0.394118  0.437255
267   0.343137  0.335294  0.236559  0.382353  0.344127  0.519608  0.362745  0.304547  0.323529  0.390196  0.370588  0.370588   0.225490  0.370588  0.417647
268   0.327451  0.311765  0.220574  0.362745  0.328418  0.511765  0.354902  0.288455  0.307843  0.382353  0.354902  0.354589   0.221569  0.354902  0.398039
269   0.311765  0.288235  0.205067  0.350980  0.313478  0.496078  0.641176  0.272927  0.296078  0.370588  0.339216  0.338888   0.221569  0.335294  0.382353
270   0.496078  0.531373  0.399499  0.543137  0.497365  0.676471  0.445098  0.468704  0.480392  0.503922  0.543137  0.542311   0.641176  0.543137  0.574510
271   0.296078  0.268627  0.191520  0.335294  0.300297  0.460784  0.625490  0.258751  0.280392  0.366667  0.319608  0.319608   0.221569  0.319608  0.366667
272   0.582353  0.598039  0.520764  0.598039  0.584060  0.601961  0.425490  0.579818  0.578431  0.449020  0.590196  0.586437   0.519608  0.590196  0.586275
273   0.523529  0.535294  0.458575  0.539216  0.525029  0.539216  0.358824  0.520069  0.519608  0.398039  0.535294  0.532881   0.460784  0.535294  0.531373
274   0.468627  0.484314  0.403296  0.484314  0.472513  0.472549  0.303922  0.467064  0.468627  0.370588  0.484314  0.487645   0.409804  0.492157  0.480392
275   0.421569  0.437255  0.355234  0.441176  0.427079  0.449020  0.256863  0.419768  0.421569  0.366667  0.437255  0.441133   0.366667  0.445098  0.433333
276   0.382353  0.394118  0.312066  0.398039  0.383947  0.390196  0.339216  0.379156  0.378431  0.362745  0.398039  0.398637   0.331373  0.401961  0.394118
277   0.311765  0.319608  0.245076  0.323529  0.312336  0.307843  0.417647  0.305711  0.307843  0.366667  0.323529  0.324127   0.264706  0.327451  0.323529
278   0.280392  0.288235  0.214145  0.292157  0.282062  0.307843  0.386275  0.276808  0.276471  0.366667  0.292157  0.293349   0.245098  0.296078  0.292157
279   0.252941  0.260784  0.190622  0.264706  0.254188  0.276471  0.358824  0.247492  0.249020  0.354902  0.268627  0.266568   0.213725  0.268627  0.268627
280   0.229412  0.233333  0.164136  0.241176  0.233084  0.252941  0.331373  0.226487  0.229412  0.331373  0.241176  0.241023   0.201961  0.245098  0.241176
281   0.205882  0.213725  0.148127  0.217647  0.211209  0.221569  0.303922  0.202103  0.205882  0.303922  0.217647  0.218703   0.174510  0.221569  0.217647
282   0.186275  0.190196  0.129142  0.198039  0.189847  0.225490  0.280392  0.183603  0.186275  0.280392  0.198039  0.200440   0.154902  0.201961  0.201961
283   0.170588  0.170588  0.113530  0.178431  0.171800  0.178431  0.260784  0.167000  0.166667  0.260784  0.182353  0.179557   0.147059  0.182353  0.182353
284   0.154902  0.154902  0.101485  0.162745  0.155485  0.178431  0.241176  0.149664  0.150980  0.241176  0.158824  0.158824   0.131373  0.158824  0.162745
285   0.139216  0.135294  0.089176  0.147059  0.140892  0.150980  0.221569  0.136392  0.139216  0.221569  0.147059  0.147059   0.119608  0.147059  0.150980
286   0.343137  0.354902  0.274348  0.358824  0.346760  0.350980  0.452941  0.340294  0.343137  0.362745  0.358824  0.359421   0.292157  0.362745  0.354902
287   0.127451  0.123529  0.081220  0.131373  0.128397  0.174510  0.205882  0.124157  0.123529  0.205882  0.135294  0.134512   0.103922  0.135294  0.135294
